index,Year,Storm Name,Start Date,End Date,Dates,Max Wind Speed (mph),Min pressure (mb),Storm Type
303,1987,ARLENE,08-08-87,08-28-87,8/8 - 8/28,65,987.0,Hurricane
304,1987,CINDY,09-05-87,09-10-87,9/5 - 9/10,45,1000.0,Tropical Storm
305,1987,DENNIS,09-08-87,09-20-87,9/8 - 9/20,45,1000.0,Tropical Storm
306,1987,EMILY,09-20-87,09-26-87,9/20 - 9/26,110,958.0,Hurricane
307,1987,FLOYD,10-09-87,10-14-87,10/9 - 10/14,65,993.0,Hurricane
308,1988,ALBERTO,08-05-88,08-08-88,8/5 - 8/8,35,1002.0,Tropical Storm
309,1988,BERYL,08-08-88,08-10-88,8/8 - 8/10,45,1001.0,Tropical Storm
310,1988,CHRIS,08-21-88,08-30-88,8/21 - 8/30,45,1005.0,Tropical Storm
311,1988,ERNESTO,09-03-88,09-05-88,9/3 - 9/5,55,994.0,Tropical Storm
312,1988,DEBBY,08-31-88,09-08-88,8/31 - 9/8,65,987.0,Hurricane
313,1988,FLORENCE,09-07-88,09-11-88,9/7 - 9/11,70,982.0,Hurricane
314,1988,GILBERT,09-08-88,09-20-88,9/8 - 9/20,160,888.0,Hurricane
315,1988,HELENE,09-19-88,09-30-88,9/19 - 9/30,125,938.0,Hurricane
316,1988,ISAAC,09-28-88,10-01-88,9/28 - 10/1,40,1005.0,Tropical Storm
317,1988,JOAN-MIRIAM,10-10-88,11-02-88,10/10 - 11/2,125,932.0,Hurricane
318,1988,KEITH,11-17-88,11-26-88,11/17 - 11/26,65,945.0,Tropical Storm
319,1989,ALLISON,06-24-89,07-01-89,6/24 - 7/1,45,999.0,Tropical Storm
320,1989,BARRY,07-09-89,07-14-89,7/9 - 7/14,45,1005.0,Tropical Storm
321,1989,CHANTAL,07-30-89,08-03-89,7/30 - 8/3,70,984.0,Hurricane
322,1989,DEAN,07-31-89,08-09-89,7/31 - 8/9,90,968.0,Hurricane
323,1989,ERIN,08-18-89,08-27-89,8/18 - 8/27,90,968.0,Hurricane
324,1989,FELIX,08-26-89,09-10-89,8/26 - 9/10,75,979.0,Hurricane
325,1989,GABRIELLE,08-30-89,09-13-89,8/30 - 9/13,125,935.0,Hurricane
326,1989,IRIS,09-16-89,09-21-89,9/16 - 9/21,60,1001.0,Tropical Storm
327,1989,HUGO,09-10-89,09-25-89,9/10 - 9/25,140,918.0,Hurricane
328,1989,JERRY,10-12-89,10-16-89,10/12 - 10/16,75,982.0,Hurricane
329,1989,KAREN,11-28-89,12-04-89,11/28 - 12/4,50,1000.0,Tropical Storm
330,1990,ARTHUR,07-22-90,07-27-90,7/22 - 7/27,60,995.0,Tropical Storm
331,1990,BERTHA,07-24-90,08-02-90,7/24 - 8/2,70,973.0,Hurricane
332,1990,CESAR,07-31-90,08-07-90,7/31 - 8/7,45,1000.0,Tropical Storm
333,1990,DIANA,08-04-90,08-09-90,8/4 - 8/9,85,980.0,Hurricane
334,1990,EDOUARD,08-02-90,08-13-90,8/2 - 8/13,40,1003.0,Tropical Storm
335,1990,FRAN,08-11-90,08-14-90,8/11 - 8/14,35,1007.0,Tropical Storm
336,1990,HORTENSE,08-25-90,08-31-90,8/25 - 8/31,55,993.0,Tropical Storm
337,1990,GUSTAV,08-24-90,09-03-90,8/24 - 9/3,105,956.0,Hurricane
338,1990,ISIDORE,09-04-90,09-17-90,9/4 - 9/17,85,978.0,Hurricane
339,1990,JOSEPHINE,09-21-90,10-06-90,9/21 - 10/6,75,980.0,Hurricane
340,1990,KLAUS,10-03-90,10-09-90,10/3 - 10/9,70,985.0,Hurricane
341,1990,MARCO,10-09-90,10-13-90,10/9 - 10/13,55,989.0,Tropical Storm
342,1990,LILI,10-06-90,10-15-90,10/6 - 10/15,65,987.0,Hurricane
343,1990,NANA,10-16-90,10-21-90,10/16 - 10/21,75,989.0,Hurricane
344,1991,ANA,06-29-91,07-05-91,6/29 - 7/5,45,1000.0,Tropical Storm
345,1991,BOB,08-16-91,08-29-91,8/16 - 8/29,100,950.0,Hurricane
346,1991,DANNY,09-07-91,09-11-91,9/7 - 9/11,45,998.0,Tropical Storm
347,1991,ERIKA,09-08-91,09-12-91,9/8 - 9/12,50,997.0,Tropical Storm
348,1991,CLAUDETTE,09-04-91,09-14-91,9/4 - 9/14,115,944.0,Hurricane
349,1991,FABIAN,10-15-91,10-17-91,10/15 - 10/17,40,1002.0,Tropical Storm
350,1991,GRACE,10-25-91,10-29-91,10/25 - 10/29,90,980.0,Hurricane
351,1992,ANDREW,08-16-92,08-28-92,8/16 - 8/28,150,922.0,Hurricane
352,1992,DANIELLE,09-22-92,09-26-92,9/22 - 9/26,55,1001.0,Tropical Storm
353,1992,CHARLEY,09-21-92,09-29-92,9/21 - 9/29,95,965.0,Hurricane
354,1992,BONNIE,09-17-92,10-02-92,9/17 - 10/2,95,965.0,Hurricane
355,1992,EARL,09-26-92,10-03-92,9/26 - 10/3,55,990.0,Tropical Storm
356,1992,FRANCES,10-22-92,10-30-92,10/22 - 10/30,75,976.0,Hurricane
357,1993,ARLENE,06-18-93,06-21-93,6/18 - 6/21,35,1000.0,Tropical Storm
358,1993,BRET,08-04-93,08-11-93,8/4 - 8/11,50,1002.0,Tropical Storm
359,1993,CINDY,08-14-93,08-17-93,8/14 - 8/17,40,1007.0,Tropical Storm
360,1993,DENNIS,08-23-93,08-28-93,8/23 - 8/28,45,1000.0,Tropical Storm
361,1993,EMILY,08-22-93,09-06-93,8/22 - 9/6,100,960.0,Hurricane
362,1993,FLOYD,09-07-93,09-13-93,9/7 - 9/13,70,966.0,Hurricane
363,1993,HARVEY,09-18-93,09-21-93,9/18 - 9/21,65,990.0,Hurricane
364,1993,GERT,09-14-93,09-26-93,9/14 - 9/26,85,970.0,Hurricane
365,1994,ALBERTO,06-30-94,07-07-94,6/30 - 7/7,55,993.0,Tropical Storm
366,1994,BERYL,08-14-94,08-19-94,8/14 - 8/19,50,999.0,Tropical Storm
367,1994,CHRIS,08-16-94,08-23-94,8/16 - 8/23,70,979.0,Hurricane
368,1994,DEBBY,09-09-94,09-11-94,9/9 - 9/11,60,1006.0,Tropical Storm
369,1994,ERNESTO,09-21-94,09-26-94,9/21 - 9/26,50,997.0,Tropical Storm
370,1994,FLORENCE,11-02-94,11-08-94,11/2 - 11/8,95,972.0,Hurricane
371,1994,GORDON,11-08-94,11-21-94,11/8 - 11/21,75,980.0,Hurricane
372,1995,ALLISON,06-03-95,06-11-95,6/3 - 6/11,65,982.0,Hurricane
373,1995,BARRY,07-05-95,07-10-95,7/5 - 7/10,60,989.0,Tropical Storm
374,1995,CHANTAL,07-12-95,07-22-95,7/12 - 7/22,60,991.0,Tropical Storm
375,1995,DEAN,07-28-95,08-02-95,7/28 - 8/2,40,999.0,Tropical Storm
376,1995,ERIN,07-31-95,08-06-95,7/31 - 8/6,85,973.0,Hurricane
377,1995,GABRIELLE,08-09-95,08-12-95,8/9 - 8/12,60,988.0,Tropical Storm
378,1995,FELIX,08-08-95,08-25-95,8/8 - 8/25,120,929.0,Hurricane
379,1995,JERRY,08-22-95,08-28-95,8/22 - 8/28,35,1002.0,Tropical Storm
380,1995,HUMBERTO,08-22-95,09-01-95,8/22 - 9/1,95,968.0,Hurricane
381,1995,KAREN,08-26-95,09-03-95,8/26 - 9/3,45,1000.0,Tropical Storm
382,1995,IRIS,08-22-95,09-07-95,8/22 - 9/7,95,957.0,Hurricane
383,1995,LUIS,08-28-95,09-12-95,8/28 - 9/12,130,935.0,Hurricane
384,1995,MARILYN,09-12-95,10-01-95,9/12 - 10/1,100,949.0,Hurricane
385,1995,OPAL,09-27-95,10-06-95,9/27 - 10/6,130,916.0,Hurricane
386,1995,NOEL,09-26-95,10-07-95,9/26 - 10/7,65,987.0,Hurricane
387,1995,PABLO,10-04-95,10-08-95,10/4 - 10/8,50,994.0,Tropical Storm
388,1995,ROXANNE,10-07-95,10-21-95,10/7 - 10/21,100,956.0,Hurricane
389,1995,SEBASTIEN,10-20-95,10-25-95,10/20 - 10/25,55,1001.0,Tropical Storm
390,1995,TANYA,10-27-95,11-03-95,10/27 - 11/3,75,970.0,Hurricane
391,1996,ARTHUR,06-17-96,06-23-96,6/17 - 6/23,45,992.0,Tropical Storm
392,1996,BERTHA,07-05-96,07-17-96,7/5 - 7/17,100,960.0,Hurricane
393,1996,CESAR,07-24-96,07-28-96,7/24 - 7/28,75,985.0,Hurricane
394,1996,DOLLY,08-19-96,08-25-96,8/19 - 8/25,70,989.0,Hurricane
395,1996,GUSTAV,08-26-96,09-02-96,8/26 - 9/2,40,1005.0,Tropical Storm
396,1996,EDOUARD,08-19-96,09-06-96,8/19 - 9/6,125,933.0,Hurricane
397,1996,FRAN,08-23-96,09-10-96,8/23 - 9/10,105,946.0,Hurricane
398,1996,HORTENSE,09-03-96,09-16-96,9/3 - 9/16,120,935.0,Hurricane
399,1996,ISIDORE,09-24-96,10-02-96,9/24 - 10/2,100,960.0,Hurricane
400,1996,KYLE,10-11-96,10-12-96,10/11 - 10/12,45,1001.0,Tropical Storm
401,1996,JOSEPHINE,10-04-96,10-16-96,10/4 - 10/16,60,970.0,Tropical Storm
402,1996,LILI,10-14-96,10-29-96,10/14 - 10/29,100,960.0,Hurricane
403,1996,MARCO,11-13-96,11-26-96,11/13 - 11/26,65,983.0,Hurricane
404,1997,ANA,06-30-97,07-05-97,6/30 - 7/5,40,1000.0,Tropical Storm
405,1997,BILL,07-11-97,07-13-97,7/11 - 7/13,65,986.0,Hurricane
406,1997,CLAUDETTE,07-13-97,07-16-97,7/13 - 7/16,40,1003.0,Tropical Storm
407,1997,DANNY,07-16-97,07-27-97,7/16 - 7/27,70,984.0,Hurricane
408,1997,ERIKA,09-03-97,09-19-97,9/3 - 9/19,110,946.0,Hurricane
409,1997,FABIAN,10-04-97,10-08-97,10/4 - 10/8,40,1004.0,Tropical Storm
410,1997,GRACE,10-14-97,10-17-97,10/14 - 10/17,40,999.0,Tropical Storm
411,1998,ALEX,07-27-98,08-02-98,7/27 - 8/2,45,1002.0,Tropical Storm
412,1998,CHARLEY,08-21-98,08-24-98,8/21 - 8/24,60,1000.0,Tropical Storm
413,1998,BONNIE,08-19-98,08-31-98,8/19 - 8/31,100,954.0,Hurricane
414,1998,DANIELLE,08-24-98,09-08-98,8/24 - 9/8,90,960.0,Hurricane
415,1998,EARL,08-31-98,09-08-98,8/31 - 9/8,85,964.0,Hurricane
416,1998,FRANCES,09-08-98,09-13-98,9/8 - 9/13,55,990.0,Tropical Storm
417,1998,HERMINE,09-17-98,09-20-98,9/17 - 9/20,40,999.0,Tropical Storm
418,1998,IVAN,09-19-98,09-27-98,9/19 - 9/27,80,975.0,Hurricane
419,1998,KARL,09-23-98,09-29-98,9/23 - 9/29,90,970.0,Hurricane
420,1998,GEORGES,09-15-98,10-01-98,9/15 - 10/1,135,937.0,Hurricane
421,1998,JEANNE,09-21-98,10-04-98,9/21 - 10/4,90,969.0,Hurricane
422,1998,LISA,10-05-98,10-10-98,10/5 - 10/10,65,995.0,Hurricane
423,1998,MITCH,10-22-98,11-09-98,10/22 - 11/9,155,905.0,Hurricane
424,1998,NICOLE,11-24-98,12-02-98,11/24 - 12/2,75,979.0,Hurricane
425,1999,ARLENE,06-11-99,06-18-99,6/11 - 6/18,50,1006.0,Tropical Storm
426,1999,BRET,08-18-99,08-25-99,8/18 - 8/25,125,944.0,Hurricane
427,1999,EMILY,08-24-99,08-28-99,8/24 - 8/28,45,1004.0,Tropical Storm
428,1999,CINDY,08-19-99,08-31-99,8/19 - 8/31,120,942.0,Hurricane
429,1999,DENNIS,08-24-99,09-08-99,8/24 - 9/8,90,962.0,Hurricane
430,1999,FLOYD,09-07-99,09-19-99,9/7 - 9/19,135,921.0,Hurricane
431,1999,HARVEY,09-19-99,09-22-99,9/19 - 9/22,50,994.0,Tropical Storm
432,1999,GERT,09-11-99,09-23-99,9/11 - 9/23,130,930.0,Hurricane
433,1999,IRENE,10-12-99,10-19-99,10/12 - 10/19,95,958.0,Hurricane
434,1999,JOSE,10-17-99,10-25-99,10/17 - 10/25,85,979.0,Hurricane
435,1999,KATRINA,10-28-99,11-01-99,10/28 - 11/1,35,999.0,Tropical Storm
436,1999,LENNY,11-13-99,11-23-99,11/13 - 11/23,135,933.0,Hurricane
437,2000,BERYL,08-13-00,08-15-00,8/13 - 8/15,45,1007.0,Tropical Storm
438,2000,CHRIS,08-17-00,08-19-00,8/17 - 8/19,35,1008.0,Tropical Storm
439,2000,DEBBY,08-19-00,08-24-00,8/19 - 8/24,75,991.0,Hurricane
440,2000,ALBERTO,08-03-00,08-25-00,8/3 - 8/25,110,950.0,Hurricane
441,2000,ERNESTO,09-01-00,09-03-00,9/1 - 9/3,35,1008.0,Tropical Storm
442,2000,FLORENCE,09-10-00,09-17-00,9/10 - 9/17,70,985.0,Hurricane
443,2000,GORDON,09-14-00,09-21-00,9/14 - 9/21,70,981.0,Hurricane
444,2000,HELENE,09-15-00,09-25-00,9/15 - 9/25,60,986.0,Tropical Storm
445,2000,JOYCE,09-25-00,10-02-00,9/25 - 10/2,80,975.0,Hurricane
446,2000,ISAAC,09-21-00,10-04-00,9/21 - 10/4,120,943.0,Hurricane
447,2000,KEITH,09-28-00,10-06-00,9/28 - 10/6,120,939.0,Hurricane
448,2000,LESLIE,10-04-00,10-10-00,10/4 - 10/10,60,973.0,Tropical Storm
449,2000,MICHAEL,10-15-00,10-20-00,10/15 - 10/20,85,965.0,Hurricane
450,2000,NADINE,10-19-00,10-22-00,10/19 - 10/22,50,999.0,Tropical Storm
451,2001,ALLISON,06-05-01,06-19-01,6/5 - 6/19,50,1000.0,Tropical Storm
452,2001,BARRY,08-02-01,08-08-01,8/2 - 8/8,60,990.0,Tropical Storm
453,2001,CHANTAL,08-14-01,08-22-01,8/14 - 8/22,60,997.0,Tropical Storm
454,2001,DEAN,08-22-01,08-29-01,8/22 - 8/29,60,994.0,Tropical Storm
455,2001,ERIN,09-01-01,09-17-01,9/1 - 9/17,105,968.0,Hurricane
456,2001,FELIX,09-07-01,09-19-01,9/7 - 9/19,100,962.0,Hurricane
457,2001,GABRIELLE,09-11-01,09-21-01,9/11 - 9/21,70,975.0,Hurricane
458,2001,HUMBERTO,09-21-01,09-27-01,9/21 - 9/27,90,970.0,Hurricane
459,2001,JERRY,10-06-01,10-08-01,10/6 - 10/8,45,1004.0,Tropical Storm
460,2001,IRIS,10-04-01,10-09-01,10/4 - 10/9,125,948.0,Hurricane
461,2001,KAREN,10-11-01,10-15-01,10/11 - 10/15,70,982.0,Hurricane
462,2001,LORENZO,10-27-01,10-31-01,10/27 - 10/31,35,1007.0,Tropical Storm
463,2001,MICHELLE,10-29-01,11-06-01,10/29 - 11/6,120,933.0,Hurricane
464,2001,NOEL,11-04-01,11-06-01,11/4 - 11/6,65,986.0,Hurricane
465,2001,OLGA,11-23-01,12-04-01,11/23 - 12/4,80,973.0,Hurricane
466,2002,ARTHUR,07-14-02,07-19-02,7/14 - 7/19,50,992.0,Tropical Storm
467,2002,CRISTOBAL,08-05-02,08-08-02,8/5 - 8/8,45,999.0,Tropical Storm
468,2002,BERTHA,08-04-02,08-09-02,8/4 - 8/9,35,1007.0,Tropical Storm
469,2002,DOLLY,08-29-02,09-04-02,8/29 - 9/4,50,997.0,Tropical Storm
470,2002,EDOUARD,09-01-02,09-06-02,9/1 - 9/6,55,1002.0,Tropical Storm
471,2002,FAY,09-05-02,09-11-02,9/5 - 9/11,50,998.0,Tropical Storm
472,2002,GUSTAV,09-08-02,09-15-02,9/8 - 9/15,85,960.0,Hurricane
473,2002,HANNA,09-12-02,09-15-02,9/12 - 9/15,50,1001.0,Tropical Storm
474,2002,JOSEPHINE,09-17-02,09-19-02,9/17 - 9/19,50,1004.0,Tropical Storm
475,2002,ISIDORE,09-14-02,09-27-02,9/14 - 9/27,110,934.0,Hurricane
476,2002,LILI,09-21-02,10-04-02,9/21 - 10/4,125,938.0,Hurricane
477,2002,KYLE,09-20-02,10-12-02,9/20 - 10/12,75,980.0,Hurricane
478,2003,BILL,06-28-03,07-03-03,6/28 - 7/3,50,997.0,Tropical Storm
479,2003,CLAUDETTE,07-07-03,07-17-03,7/7 - 7/17,80,979.0,Hurricane
480,2003,DANNY,07-16-03,07-27-03,7/16 - 7/27,65,1000.0,Hurricane
481,2003,ERIKA,08-14-03,08-17-03,8/14 - 8/17,65,986.0,Hurricane
482,2003,GRACE,08-30-03,09-02-03,8/30 - 9/2,35,1007.0,Tropical Storm
483,2003,HENRI,09-03-03,09-08-03,9/3 - 9/8,50,997.0,Tropical Storm
484,2003,FABIAN,08-27-03,09-09-03,8/27 - 9/9,125,939.0,Hurricane
485,2003,ISABEL,09-06-03,09-20-03,9/6 - 9/20,145,915.0,Hurricane
486,2003,JUAN,09-24-03,09-29-03,9/24 - 9/29,90,969.0,Hurricane
487,2003,LARRY,09-27-03,10-07-03,9/27 - 10/7,55,993.0,Tropical Storm
488,2003,KATE,09-25-03,10-10-03,9/25 - 10/10,110,952.0,Hurricane
489,2003,MINDY,10-10-03,10-14-03,10/10 - 10/14,40,1002.0,Tropical Storm
490,2003,NICHOLAS,10-13-03,11-01-03,10/13 - 11/1,60,990.0,Tropical Storm
491,2003,ODETTE,12-04-03,12-09-03,12/4 - 12/9,55,993.0,Tropical Storm
492,2003,PETER,12-07-03,12-11-03,12/7 - 12/11,60,990.0,Tropical Storm
493,2003,ANA,04-18-04,04-27-04,4/18 - 4/27,50,994.0,Tropical Storm
494,2004,ALEX,07-31-04,08-06-04,7/31 - 8/6,105,957.0,Hurricane
495,2004,BONNIE,08-03-04,08-14-04,8/3 - 8/14,55,1001.0,Tropical Storm
496,2004,CHARLEY,08-09-04,08-15-04,8/9 - 8/15,130,941.0,Hurricane
497,2004,EARL,08-13-04,08-15-04,8/13 - 8/15,45,1009.0,Tropical Storm
498,2004,DANIELLE,08-13-04,08-24-04,8/13 - 8/24,95,964.0,Hurricane
499,2004,HERMINE,08-27-04,08-31-04,8/27 - 8/31,50,1002.0,Tropical Storm
500,2004,GASTON,08-27-04,09-03-04,8/27 - 9/3,65,985.0,Hurricane
501,2004,FRANCES,08-25-04,09-10-04,8/25 - 9/10,125,935.0,Hurricane
502,2004,IVAN,09-02-04,09-24-04,9/2 - 9/24,145,910.0,Hurricane
503,2004,KARL,09-16-04,09-28-04,9/16 - 9/28,125,938.0,Hurricane
504,2004,JEANNE,09-13-04,09-29-04,9/13 - 9/29,105,950.0,Hurricane
505,2004,LISA,09-19-04,10-03-04,9/19 - 10/3,65,987.0,Hurricane
506,2004,NICOLE,10-10-04,10-11-04,10/10 - 10/11,45,986.0,Extratropical
507,2004,MATTHEW,10-08-04,10-11-04,10/8 - 10/11,40,997.0,Tropical Storm
508,2004,OTTO,11-26-04,12-05-04,11/26 - 12/5,45,995.0,Tropical Storm
509,2005,ARLENE,06-08-05,06-14-05,6/8 - 6/14,60,989.0,Tropical Storm
510,2005,BRET,06-28-05,06-30-05,6/28 - 6/30,35,1002.0,Tropical Storm
511,2005,CINDY,07-03-05,07-11-05,7/3 - 7/11,65,991.0,Hurricane
512,2005,DENNIS,07-04-05,07-18-05,7/4 - 7/18,130,930.0,Hurricane
513,2005,EMILY,07-11-05,07-21-05,7/11 - 7/21,140,929.0,Hurricane
514,2005,GERT,07-23-05,07-25-05,7/23 - 7/25,40,1005.0,Tropical Storm
515,2005,FRANKLIN,07-21-05,07-31-05,7/21 - 7/31,60,997.0,Tropical Storm
516,2005,HARVEY,08-02-05,08-14-05,8/2 - 8/14,55,994.0,Tropical Storm
517,2005,IRENE,08-04-05,08-18-05,8/4 - 8/18,90,970.0,Hurricane
518,2005,JOSE,08-22-05,08-23-05,8/22 - 8/23,50,998.0,Tropical Storm
519,2005,KATRINA,08-23-05,08-31-05,8/23 - 8/31,150,902.0,Hurricane
520,2005,LEE,08-28-05,09-03-05,8/28 - 9/3,35,1006.0,Tropical Storm
521,2005,NATE,09-05-05,09-12-05,9/5 - 9/12,80,979.0,Hurricane
522,2005,MARIA,09-01-05,09-14-05,9/1 - 9/14,100,962.0,Hurricane
523,2005,OPHELIA,09-06-05,09-23-05,9/6 - 9/23,75,976.0,Hurricane
524,2005,PHILIPPE,09-17-05,09-24-05,9/17 - 9/24,70,985.0,Hurricane
525,2005,RITA,09-18-05,09-26-05,9/18 - 9/26,155,895.0,Hurricane
526,2005,STAN,10-01-05,10-05-05,10/1 - 10/5,70,977.0,Hurricane
527,2005,TAMMY,10-05-05,10-07-05,10/5 - 10/7,45,1001.0,Tropical Storm
528,2005,VINCE,10-08-05,10-11-05,10/8 - 10/11,65,988.0,Hurricane
529,2005,ALPHA,10-22-05,10-24-05,10/22 - 10/24,45,998.0,Tropical Storm
530,2005,WILMA,10-15-05,10-26-05,10/15 - 10/26,160,882.0,Hurricane
531,2005,BETA,10-26-05,10-31-05,10/26 - 10/31,100,962.0,Hurricane
532,2005,GAMMA,11-14-05,11-22-05,11/14 - 11/22,45,1002.0,Tropical Storm
533,2005,DELTA,11-19-05,11-29-05,11/19 - 11/29,60,980.0,Tropical Storm
534,2005,EPSILON,11-29-05,12-09-05,11/29 - 12/9,75,981.0,Hurricane
535,2005,ZETA,12-30-05,01-07-06,12/30 - 1/7,55,994.0,Tropical Storm
536,2006,ALBERTO,06-10-06,06-19-06,6/10 - 6/19,60,969.0,Tropical Storm
537,2006,BERYL,07-18-06,07-22-06,7/18 - 7/22,50,1000.0,Tropical Storm
538,2006,CHRIS,08-01-06,08-06-06,8/1 - 8/6,55,1001.0,Tropical Storm
539,2006,DEBBY,08-21-06,08-28-06,8/21 - 8/28,45,999.0,Tropical Storm
540,2006,ERNESTO,08-24-06,09-04-06,8/24 - 9/4,65,985.0,Hurricane
541,2006,FLORENCE,09-03-06,09-19-06,9/3 - 9/19,80,963.0,Hurricane
542,2006,GORDON,09-10-06,09-24-06,9/10 - 9/24,105,955.0,Hurricane
543,2006,HELENE,09-12-06,09-24-06,9/12 - 9/27,105,955.0,Hurricane
544,2006,ISAAC,09-27-06,10-03-06,9/27 - 10/3,75,985.0,Hurricane
545,2007,ANDREA,05-06-07,05-14-07,5/6 - 5/14,65,998.0,Extratropical
546,2007,BARRY,05-31-07,06-05-07,5/31 - 6/5,50,990.0,Tropical Storm
547,2007,CHANTAL,07-31-07,08-05-07,7/31 - 8/5,60,964.0,Tropical Storm
548,2007,ERIN,08-15-07,08-19-07,8/15 - 8/19,50,995.0,Tropical Storm
549,2007,DEAN,08-13-07,08-23-07,8/13 - 8/23,150,905.0,Hurricane
550,2007,FELIX,08-31-07,09-06-07,8/31 - 9/6,150,929.0,Hurricane
551,2007,GABRIELLE,09-08-07,09-11-07,9/8 - 9/11,50,1004.0,Tropical Storm
552,2007,HUMBERTO,09-12-07,09-14-07,9/12 - 9/14,80,985.0,Hurricane
553,2007,INGRID,09-12-07,09-18-07,9/12 - 9/18,40,1002.0,Tropical Storm
554,2007,JERRY,09-23-07,09-24-07,9/23 - 9/24,35,1003.0,Tropical Storm
555,2007,LORENZO,09-25-07,09-28-07,9/25 - 9/28,70,990.0,Hurricane
556,2007,KAREN,09-25-07,09-29-07,9/25 - 9/29,65,988.0,Hurricane
557,2007,MELISSA,09-28-07,10-05-07,9/28 - 10/5,35,1005.0,Tropical Storm
558,2007,NOEL,10-24-07,11-06-07,10/24 - 11/6,75,965.0,Hurricane
559,2007,OLGA,12-10-07,12-16-07,12/10 - 12/16,50,1003.0,Tropical Storm
560,2008,ARTHUR,05-31-08,06-02-08,5/31 - 6/2,40,1004.0,Tropical Storm
561,2008,BERTHA,07-03-08,07-21-08,7/3 - 7/21,110,952.0,Hurricane
562,2008,CRISTOBAL,07-19-08,07-23-08,7/19 - 7/23,55,998.0,Tropical Storm
563,2008,DOLLY,07-20-08,07-27-08,7/20 - 7/27,85,963.0,Hurricane
564,2008,EDOUARD,08-03-08,08-06-08,8/3 - 8/6,55,996.0,Tropical Storm
565,2008,FAY,08-15-08,08-28-08,8/15 - 8/28,60,986.0,Tropical Storm
566,2008,GUSTAV,08-25-08,09-05-08,8/25 - 9/5,135,941.0,Hurricane
567,2008,HANNA,08-28-08,09-08-08,8/28 - 9/8,75,977.0,Hurricane
568,2008,JOSEPHINE,09-02-08,09-10-08,9/2 - 9/10,55,994.0,Tropical Storm
569,2008,IKE,09-01-08,09-15-08,9/1 - 9/15,125,935.0,Hurricane
570,2008,KYLE,09-25-08,09-30-08,9/25 - 9/30,75,984.0,Hurricane
571,2008,LAURA,09-26-08,10-04-08,9/26 - 10/4,70,990.0,Tropical Storm
572,2008,MARCO,10-06-08,10-07-08,10/6 - 10/7,55,998.0,Tropical Storm
573,2008,NANA,10-12-08,10-15-08,10/12 - 10/15,35,1004.0,Tropical Storm
574,2008,OMAR,10-13-08,10-21-08,10/13 - 10/21,115,958.0,Hurricane
575,2008,PALOMA,11-05-08,11-14-08,11/5 - 11/14,125,944.0,Hurricane
576,2009,ANA,08-10-09,08-16-09,8/10 - 8/16,35,1003.0,Tropical Storm
577,2009,CLAUDETTE,08-16-09,08-17-09,8/16 - 8/17,50,1005.0,Tropical Storm
578,2009,BILL,08-15-09,08-26-09,8/15 - 8/26,115,943.0,Hurricane
579,2009,DANNY,08-26-09,08-29-09,8/26 - 8/29,50,1006.0,Tropical Storm
580,2009,ERIKA,09-01-09,09-04-09,9/1 - 9/4,45,1004.0,Tropical Storm
581,2009,FRED,09-07-09,09-19-09,9/7 - 9/19,105,958.0,Hurricane
582,2009,GRACE,09-27-09,10-06-09,9/27 - 10/6,55,986.0,Tropical Storm
583,2009,HENRI,10-06-09,10-11-09,10/6 - 10/11,45,1005.0,Tropical Storm
584,2009,IDA,11-04-09,11-11-09,11/4 - 11/11,90,975.0,Hurricane
585,2010,ALEX,06-24-10,07-02-10,6/24 - 7/2,95,946.0,Hurricane
586,2010,BONNIE,07-22-10,07-25-10,7/22 - 7/25,40,1005.0,Tropical Storm
587,2010,COLIN,08-02-10,08-08-10,8/2 - 8/8,50,1005.0,Tropical Storm
588,2010,DANIELLE,08-21-10,09-03-10,8/21 - 9/3,115,942.0,Hurricane
589,2010,FIONA,08-30-10,09-04-10,8/30 - 9/4,55,998.0,Tropical Storm
590,2010,EARL,08-24-10,09-06-10,8/24 - 9/6,125,927.0,Hurricane
591,2010,GASTON,09-01-10,09-08-10,9/1 - 9/8,35,1005.0,Tropical Storm
592,2010,HERMINE,09-03-10,09-10-10,9/3 - 9/10,60,989.0,Tropical Storm
593,2010,KARL,09-13-10,09-18-10,9/13 - 9/18,110,956.0,Hurricane
594,2010,IGOR,09-08-10,09-23-10,9/8 - 9/23,135,924.0,Hurricane
595,2010,JULIA,09-12-10,09-24-10,9/12 - 9/24,120,948.0,Hurricane
596,2010,MATTHEW,09-23-10,09-26-10,9/23 - 9/26,50,998.0,Tropical Storm
597,2010,LISA,09-20-10,09-29-10,9/20 - 9/29,75,982.0,Hurricane
598,2010,NICOLE,09-28-10,09-30-10,9/28 - 9/30,40,994.0,Tropical Storm
599,2010,PAULA,10-11-10,10-15-10,10/11 - 10/15,90,981.0,Hurricane
600,2010,OTTO,10-06-10,10-17-10,10/6 - 10/17,75,976.0,Hurricane
601,2010,RICHARD,10-19-10,10-26-10,10/19 - 10/26,85,977.0,Hurricane
602,2010,SHARY,10-28-10,10-30-10,10/28 - 10/30,65,989.0,Hurricane
603,2010,TOMAS,10-29-10,11-10-10,10/29 - 11/10,85,982.0,Hurricane
604,2011,ARLENE,06-28-11,07-01-11,6/28 - 7/1,55,993.0,Tropical Storm
605,2011,BRET,07-16-11,07-23-11,7/16 - 7/23,60,995.0,Tropical Storm
606,2011,CINDY,07-20-11,07-23-11,7/20 - 7/23,60,994.0,Tropical Storm
